division,ticket_id
OCCIDENTE,TK003230
NORESTE,TK003231
NOROESTE,TK003232
METROPOLITANA SUR,TK003233
OCCIDENTE,TK003234
METROPOLITANA NORTE,TK003235
OCCIDENTE,TK003236
BAJIO,TK003237
BAJIO,TK003238
BAJIO,TK003239
METROPOLITANA NORTE,TK003240
METROPOLITANA SUR,TK003241
METROPOLITANA NORTE,TK003242
SURESTE,TK003243
METROPOLITANA SUR,TK003244
NOROESTE,TK003245
METROPOLITANA SUR,TK003246
NORESTE,TK003247
METROPOLITANA NORTE,TK003248
BAJIO,TK003249
OCCIDENTE,TK003250
BAJIO,TK003251
NOROESTE,TK003252
NOROESTE,TK003253
NOROESTE,TK003254
NOROESTE,TK003255
BAJIO,TK003256
NOROESTE,TK003257
NOROESTE,TK003258
METROPOLITANA SUR,TK003259
METROPOLITANA NORTE,TK003260
METROPOLITANA SUR,TK003261
NORESTE,TK003262
NOROESTE,TK003263
METROPOLITANA SUR,TK003264
BAJIO,TK003265
SUR,TK003266
NORESTE,TK003267
BAJIO,TK003268
NORESTE,TK003269
BAJIO,TK003270
METROPOLITANA SUR,TK003271
BAJIO,TK003272
SURESTE,TK003273
SURESTE,TK003274
BAJIO,TK003275
BAJIO,TK003276
OCCIDENTE,TK003277
BAJIO,TK003278
NORESTE,TK003279
METROPOLITANA SUR,TK003280
OCCIDENTE,TK003281
METROPOLITANA SUR,TK003282
BAJIO,TK003283
BAJIO,TK003284
METROPOLITANA SUR,TK003285
OCCIDENTE,TK003286
METROPOLITANA SUR,TK003287
NORESTE,TK003288
NOROESTE,TK003289
OCCIDENTE,TK003290
OCCIDENTE,TK003291
NORESTE,TK003292
BAJIO,TK003293
METROPOLITANA SUR,TK003294
OCCIDENTE,TK003295
METROPOLITANA SUR,TK003296
METROPOLITANA SUR,TK003297
BAJIO,TK003298
BAJIO,TK003299
METROPOLITANA NORTE,TK003300
METROPOLITANA SUR,TK003301
METROPOLITANA NORTE,TK003302
NORESTE,TK003303
OCCIDENTE,TK003304
METROPOLITANA NORTE,TK003305
METROPOLITANA NORTE,TK003306
BAJIO,TK003307
NORESTE,TK003308
METROPOLITANA NORTE,TK003309
METROPOLITANA SUR,TK003310
METROPOLITANA SUR,TK003311
SURESTE,TK003312
BAJIO,TK003313
OCCIDENTE,TK003314
SUR,TK003315
BAJIO,TK003316
BAJIO,TK003317
BAJIO,TK003318
METROPOLITANA SUR,TK003319
METROPOLITANA SUR,TK003320
METROPOLITANA NORTE,TK003321
NORESTE,TK003322
OCCIDENTE,TK003323
OCCIDENTE,TK003324
SUR,TK003325
SUR,TK003326
BAJIO,TK003327
METROPOLITANA NORTE,TK003328
BAJIO,TK003329
OCCIDENTE,TK003330
SUR,TK003331
OCCIDENTE,TK003332
NORESTE,TK003333
SURESTE,TK003334
SURESTE,TK003335
OCCIDENTE,TK003336
METROPOLITANA NORTE,TK003337
OCCIDENTE,TK003338
OCCIDENTE,TK003339
BAJIO,TK003340
NOROESTE,TK003341
SURESTE,TK003342
NOROESTE,TK003343
METROPOLITANA SUR,TK003344
SUR,TK003345
OCCIDENTE,TK003346
METROPOLITANA NORTE,TK003347
SUR,TK003348
NORESTE,TK003349
BAJIO,TK003350
OCCIDENTE,TK003351
OCCIDENTE,TK003352
SURESTE,TK003353
SUR,TK003354
SURESTE,TK003355
NOROESTE,TK003356
NOROESTE,TK003357
OCCIDENTE,TK003358
BAJIO,TK003359
OCCIDENTE,TK003360
SUR,TK003361
BAJIO,TK003362
BAJIO,TK003363
BAJIO,TK003364
BAJIO,TK003365
BAJIO,TK003366
BAJIO,TK003367
BAJIO,TK003368
BAJIO,TK003369
BAJIO,TK003370
OCCIDENTE,TK003371
SUR,TK003372
BAJIO,TK003373
NORESTE,TK003374
NOROESTE,TK003375
METROPOLITANA NORTE,TK003376
BAJIO,TK003377
NOROESTE,TK003378
OCCIDENTE,TK003379
SURESTE,TK003380
METROPOLITANA NORTE,TK003381
SUR,TK003382
BAJIO,TK003383
SURESTE,TK003384
NOROESTE,TK003385
NORESTE,TK003386
NOROESTE,TK003387
BAJIO,TK003388
METROPOLITANA NORTE,TK003389
NOROESTE,TK003390
NORESTE,TK003391
METROPOLITANA SUR,TK003392
OCCIDENTE,TK003393
SURESTE,TK003394
BAJIO,TK003395
OCCIDENTE,TK003396
OCCIDENTE,TK003397
OCCIDENTE,TK003398
OCCIDENTE,TK003399
METROPOLITANA SUR,TK003400
OCCIDENTE,TK003401
BAJIO,TK003402
OCCIDENTE,TK003403
OCCIDENTE,TK003404
NORESTE,TK003405
NOROESTE,TK003406
METROPOLITANA NORTE,TK003407
METROPOLITANA SUR,TK003408
OCCIDENTE,TK003409
SURESTE,TK003410
SUR,TK003411
SUR,TK003412
OCCIDENTE,TK003413
OCCIDENTE,TK003414
METROPOLITANA NORTE,TK003415
BAJIO,TK003416
OCCIDENTE,TK003417
NOROESTE,TK003418
NORESTE,TK003419
NORESTE,TK003420
METROPOLITANA NORTE,TK003421
METROPOLITANA NORTE,TK003422
NORESTE,TK003423
METROPOLITANA SUR,TK003424
OCCIDENTE,TK003425
METROPOLITANA NORTE,TK003426
BAJIO,TK003427
METROPOLITANA NORTE,TK003428
NOROESTE,TK003429
NOROESTE,TK003430
NORESTE,TK003431
BAJIO,TK003432
OCCIDENTE,TK003433
OCCIDENTE,TK003434
OCCIDENTE,TK003435
OCCIDENTE,TK003436
METROPOLITANA NORTE,TK003437
SUR,TK003438
METROPOLITANA NORTE,TK003439
OCCIDENTE,TK003440
BAJIO,TK003441
METROPOLITANA SUR,TK003442
SURESTE,TK003443
METROPOLITANA NORTE,TK003444
OCCIDENTE,TK003445
OCCIDENTE,TK003446
SUR,TK003447
NOROESTE,TK003448
OCCIDENTE,TK003449
OCCIDENTE,TK003450
METROPOLITANA SUR,TK003451
BAJIO,TK003452
OCCIDENTE,TK003453
SUR,TK003454
BAJIO,TK003455
METROPOLITANA SUR,TK003456
METROPOLITANA NORTE,TK003457
SUR,TK003458
NORESTE,TK003459
METROPOLITANA NORTE,TK003460
SURESTE,TK003461
NOROESTE,TK003462
OCCIDENTE,TK003463
OCCIDENTE,TK003464
SUR,TK003465
OCCIDENTE,TK003466
BAJIO,TK003467
NORESTE,TK003468
NOROESTE,TK003469
NORESTE,TK003470
BAJIO,TK003471
BAJIO,TK003472
BAJIO,TK003473
BAJIO,TK003474
METROPOLITANA NORTE,TK003475
SUR,TK003476
BAJIO,TK003477
SURESTE,TK003478
BAJIO,TK003479
SUR,TK003480
BAJIO,TK003481
NOROESTE,TK003482
SUR,TK003483
NORESTE,TK003484
NORESTE,TK003485
NOROESTE,TK003486
METROPOLITANA SUR,TK003487
BAJIO,TK003488
SUR,TK003489
BAJIO,TK003490
OCCIDENTE,TK003491
OCCIDENTE,TK003492
BAJIO,TK003493
OCCIDENTE,TK003494
OCCIDENTE,TK003495
OCCIDENTE,TK003496
SUR,TK003497
BAJIO,TK003498
METROPOLITANA NORTE,TK003499
BAJIO,TK003500
OCCIDENTE,TK003501
BAJIO,TK003502
OCCIDENTE,TK003503
BAJIO,TK003504
METROPOLITANA SUR,TK003505
METROPOLITANA SUR,TK003506
NORESTE,TK003507
METROPOLITANA NORTE,TK003508
NORESTE,TK003509
SURESTE,TK003510
METROPOLITANA NORTE,TK003511
BAJIO,TK003512
SUR,TK003513
NORESTE,TK003514
METROPOLITANA NORTE,TK003515
BAJIO,TK003516
NORESTE,TK003517
BAJIO,TK003518
NORESTE,TK003519
NORESTE,TK003520
NOROESTE,TK003521
SUR,TK003522
OCCIDENTE,TK003523
BAJIO,TK003524
SUR,TK003525
OCCIDENTE,TK003526
OCCIDENTE,TK003527
BAJIO,TK003528
NOROESTE,TK003529
SUR,TK003530
NORESTE,TK003531
NOROESTE,TK003532
METROPOLITANA SUR,TK003533
BAJIO,TK003534
BAJIO,TK003535
SUR,TK003536
METROPOLITANA SUR,TK003537
BAJIO,TK003538
OCCIDENTE,TK003539
SUR,TK003540
BAJIO,TK003541
BAJIO,TK003542
BAJIO,TK003543
BAJIO,TK003544
BAJIO,TK003545
METROPOLITANA NORTE,TK003546
SURESTE,TK003547
OCCIDENTE,TK003548
SUR,TK003549
OCCIDENTE,TK003550
NORESTE,TK003551
BAJIO,TK003552
NORESTE,TK003553
NOROESTE,TK003554
NOROESTE,TK003555
NORESTE,TK003556
BAJIO,TK003557
SURESTE,TK003558
SUR,TK003559
BAJIO,TK003560
OCCIDENTE,TK003561
OCCIDENTE,TK003562
SUR,TK003563
NOROESTE,TK003564
SUR,TK003565
METROPOLITANA SUR,TK003566
NOROESTE,TK003567
SUR,TK003568
BAJIO,TK003569
METROPOLITANA NORTE,TK003570
SUR,TK003571
NOROESTE,TK003572
NOROESTE,TK003573
SUR,TK003574
SUR,TK003575
SUR,TK003576
NOROESTE,TK003577
NOROESTE,TK003578
OCCIDENTE,TK003579
BAJIO,TK003580
BAJIO,TK003581
BAJIO,TK003582
METROPOLITANA SUR,TK003583
SURESTE,TK003584
NOROESTE,TK003585
NORESTE,TK003586
OCCIDENTE,TK003587
METROPOLITANA NORTE,TK003588
SUR,TK003589
SUR,TK003590
BAJIO,TK003591
NOROESTE,TK003592
SUR,TK003593
BAJIO,TK003594
METROPOLITANA SUR,TK003595
METROPOLITANA SUR,TK003596
SURESTE,TK003597
METROPOLITANA NORTE,TK003598
OCCIDENTE,TK003599
NORESTE,TK003600
NORESTE,TK003601
BAJIO,TK003602
METROPOLITANA NORTE,TK003603
BAJIO,TK003604
BAJIO,TK003605
BAJIO,TK003606
NOROESTE,TK003607
NOROESTE,TK003608
NORESTE,TK003609
SURESTE,TK003610
NORESTE,TK003611
BAJIO,TK003612
SUR,TK003613
BAJIO,TK003614
SUR,TK003615
BAJIO,TK003616
BAJIO,TK003617
METROPOLITANA NORTE,TK003618
NORESTE,TK003619
SUR,TK003620
SURESTE,TK003621
SUR,TK003622
OCCIDENTE,TK003623
NOROESTE,TK003624
SUR,TK003625
SURESTE,TK003626
METROPOLITANA NORTE,TK003627
NOROESTE,TK003628
SURESTE,TK003629
NOROESTE,TK003630
BAJIO,TK003631
BAJIO,TK003632
OCCIDENTE,TK003633
OCCIDENTE,TK003634
NOROESTE,TK003635
METROPOLITANA NORTE,TK003636
SURESTE,TK003637
BAJIO,TK003638
SUR,TK003639
SURESTE,TK003640
BAJIO,TK003641
NOROESTE,TK003642
SUR,TK003643
SURESTE,TK003644
SUR,TK003645
NORESTE,TK003646
NOROESTE,TK003647
BAJIO,TK003648
NOROESTE,TK003649
SUR,TK003650
SUR,TK003651
NOROESTE,TK003652
METROPOLITANA SUR,TK003653
OCCIDENTE,TK003654
BAJIO,TK003655
NOROESTE,TK003656
METROPOLITANA SUR,TK003657
SURESTE,TK003658
BAJIO,TK003659
METROPOLITANA SUR,TK003660
METROPOLITANA SUR,TK003661
NOROESTE,TK003662
BAJIO,TK003663
OCCIDENTE,TK003664
SUR,TK003665
NOROESTE,TK003666
NOROESTE,TK003667
METROPOLITANA SUR,TK003668
NORESTE,TK003669
METROPOLITANA NORTE,TK003670
BAJIO,TK003671
SUR,TK003672
BAJIO,TK003673
NOROESTE,TK003674
OCCIDENTE,TK003675
BAJIO,TK003676
NOROESTE,TK003677
SURESTE,TK003678
NORESTE,TK003679
SUR,TK003680
NOROESTE,TK003681
METROPOLITANA SUR,TK003682
METROPOLITANA SUR,TK003683
METROPOLITANA SUR,TK003684
SUR,TK003685
NOROESTE,TK003686
SUR,TK003687
METROPOLITANA NORTE,TK003688
SURESTE,TK003689
NORESTE,TK003690
METROPOLITANA SUR,TK003691
SUR,TK003692
METROPOLITANA SUR,TK003693
OCCIDENTE,TK003694
METROPOLITANA SUR,TK003695
NORESTE,TK003696
SUR,TK003697
OCCIDENTE,TK003698
BAJIO,TK003699
SURESTE,TK003700
NOROESTE,TK003701
SURESTE,TK003702
SUR,TK003703
SURESTE,TK003704
BAJIO,TK003705
METROPOLITANA SUR,TK003706
METROPOLITANA NORTE,TK003707
SURESTE,TK003708
OCCIDENTE,TK003709
OCCIDENTE,TK003710
BAJIO,TK003711
NORESTE,TK003712
METROPOLITANA SUR,TK003713
METROPOLITANA SUR,TK003714
OCCIDENTE,TK003715
OCCIDENTE,TK003716
SURESTE,TK003717
METROPOLITANA NORTE,TK003718
METROPOLITANA NORTE,TK003719
METROPOLITANA NORTE,TK003720
NOROESTE,TK003721
SUR,TK003722
OCCIDENTE,TK003723
METROPOLITANA NORTE,TK003724
METROPOLITANA NORTE,TK003725
OCCIDENTE,TK003726
BAJIO,TK003727
SUR,TK003728
METROPOLITANA NORTE,TK003729
METROPOLITANA SUR,TK003730
OCCIDENTE,TK003731
BAJIO,TK003732
SUR,TK003733
BAJIO,TK003734
METROPOLITANA SUR,TK003735
SUR,TK003736
METROPOLITANA NORTE,TK003737
SUR,TK003738
OCCIDENTE,TK003739
NOROESTE,TK003740
NORESTE,TK003741
METROPOLITANA NORTE,TK003742
NOROESTE,TK003743
BAJIO,TK003744
METROPOLITANA SUR,TK003745
OCCIDENTE,TK003746
BAJIO,TK003747
OCCIDENTE,TK003748
NORESTE,TK003749
NOROESTE,TK003750
METROPOLITANA SUR,TK003751
SUR,TK003752
METROPOLITANA SUR,TK003753
SUR,TK003754
SUR,TK003755
BAJIO,TK003756
BAJIO,TK003757
OCCIDENTE,TK003758
NORESTE,TK003759
NORESTE,TK003760
SURESTE,TK003761
SUR,TK003762
METROPOLITANA NORTE,TK003763
OCCIDENTE,TK003764
SURESTE,TK003765
OCCIDENTE,TK003766
METROPOLITANA NORTE,TK003767
NOROESTE,TK003768
SUR,TK003769
NORESTE,TK003770
NOROESTE,TK003771
NORESTE,TK003772
OCCIDENTE,TK003773
NOROESTE,TK003774
NOROESTE,TK003775
NORESTE,TK003776
NORESTE,TK003777
BAJIO,TK003778
METROPOLITANA NORTE,TK003779
SURESTE,TK003780
NORESTE,TK003781
BAJIO,TK003782
SUR,TK003783
SURESTE,TK003784
METROPOLITANA NORTE,TK003785
OCCIDENTE,TK003786
NOROESTE,TK003787
NORESTE,TK003788
BAJIO,TK003789
NOROESTE,TK003790
NOROESTE,TK003791
NORESTE,TK003792
METROPOLITANA SUR,TK003793
NORESTE,TK003794
SURESTE,TK003795
OCCIDENTE,TK003796
NOROESTE,TK003797
NOROESTE,TK003798
NOROESTE,TK003799
SUR,TK003800
METROPOLITANA SUR,TK003801
SUR,TK003802
BAJIO,TK003803
BAJIO,TK003804
SURESTE,TK003805
BAJIO,TK003806
NORESTE,TK003807
METROPOLITANA SUR,TK003808
NORESTE,TK003809
SURESTE,TK003810
NORESTE,TK003811
METROPOLITANA SUR,TK003812
NORESTE,TK003813
NOROESTE,TK003814
SUR,TK003815
NORESTE,TK003816
NOROESTE,TK003817
NOROESTE,TK003818
BAJIO,TK003819
OCCIDENTE,TK003820
NORESTE,TK003821
OCCIDENTE,TK003822
NORESTE,TK003823
SUR,TK003824
SUR,TK003825
NOROESTE,TK003826
OCCIDENTE,TK003827
SUR,TK003828
NORESTE,TK003829
METROPOLITANA NORTE,TK003830
NOROESTE,TK003831
SUR,TK003832
OCCIDENTE,TK003833
NOROESTE,TK003834
OCCIDENTE,TK003835
BAJIO,TK003836
OCCIDENTE,TK003837
NOROESTE,TK003838
BAJIO,TK003839
OCCIDENTE,TK003840
SUR,TK003841
NOROESTE,TK003842
NORESTE,TK003843
NOROESTE,TK003844
BAJIO,TK003845
SURESTE,TK003846
METROPOLITANA NORTE,TK003847
NOROESTE,TK003848
METROPOLITANA SUR,TK003849
OCCIDENTE,TK003850
METROPOLITANA SUR,TK003851
NORESTE,TK003852
NOROESTE,TK003853
SURESTE,TK003854
NORESTE,TK003855
NOROESTE,TK003856
OCCIDENTE,TK003857
NORESTE,TK003858
BAJIO,TK003859
NOROESTE,TK003860
NOROESTE,TK003861
SUR,TK003862
NORESTE,TK003863
NOROESTE,TK003864
NORESTE,TK003865
BAJIO,TK003866
NORESTE,TK003867
BAJIO,TK003868
METROPOLITANA NORTE,TK003869
SUR,TK003870
NORESTE,TK003871
NOROESTE,TK003872
NOROESTE,TK003873
NOROESTE,TK003874
METROPOLITANA SUR,TK003875
NORESTE,TK003876
OCCIDENTE,TK003877
NOROESTE,TK003878
NOROESTE,TK003879
METROPOLITANA NORTE,TK003880
SUR,TK003881
OCCIDENTE,TK003882
BAJIO,TK003883
OCCIDENTE,TK003884
BAJIO,TK003885
BAJIO,TK003886
NORESTE,TK003887
BAJIO,TK003888
METROPOLITANA SUR,TK003889
NOROESTE,TK003890
METROPOLITANA NORTE,TK003891
NOROESTE,TK003892
METROPOLITANA NORTE,TK003893
NORESTE,TK003894
NORESTE,TK003895
SURESTE,TK003896
SUR,TK003897
NOROESTE,TK003898
NOROESTE,TK003899
SURESTE,TK003900
OCCIDENTE,TK003901
BAJIO,TK003902
SURESTE,TK003903
NOROESTE,TK003904
NORESTE,TK003905
BAJIO,TK003906
SUR,TK003907
NOROESTE,TK003908
METROPOLITANA NORTE,TK003909
OCCIDENTE,TK003910
METROPOLITANA NORTE,TK003911
METROPOLITANA SUR,TK003912
NOROESTE,TK003913
NOROESTE,TK003914
METROPOLITANA SUR,TK003915
BAJIO,TK003916
NORESTE,TK003917
SUR,TK003918
SURESTE,TK003919
METROPOLITANA NORTE,TK003920
METROPOLITANA NORTE,TK003921
OCCIDENTE,TK003922
SUR,TK003923
NOROESTE,TK003924
SUR,TK003925
NORESTE,TK003926
NORESTE,TK003927
METROPOLITANA SUR,TK003928
SUR,TK003929
BAJIO,TK003930
NORESTE,TK003931
METROPOLITANA NORTE,TK003932
METROPOLITANA SUR,TK003933
SURESTE,TK003934
NOROESTE,TK003935
SURESTE,TK003936
NORESTE,TK003937
METROPOLITANA SUR,TK003938
BAJIO,TK003939
METROPOLITANA NORTE,TK003940
NOROESTE,TK003941
NORESTE,TK003942
NORESTE,TK003943
BAJIO,TK003944
METROPOLITANA NORTE,TK003945
SUR,TK003946
SUR,TK003947
METROPOLITANA SUR,TK003948
OCCIDENTE,TK003949
BAJIO,TK003950
NORESTE,TK003951
NORESTE,TK003952
METROPOLITANA SUR,TK003953
METROPOLITANA SUR,TK003954
SUR,TK003955
METROPOLITANA NORTE,TK003956
BAJIO,TK003957
NOROESTE,TK003958
BAJIO,TK003959
NORESTE,TK003960
METROPOLITANA NORTE,TK003961
SUR,TK003962
SUR,TK003963
NOROESTE,TK003964
NOROESTE,TK003965
SURESTE,TK003966
BAJIO,TK003967
OCCIDENTE,TK003968
METROPOLITANA NORTE,TK003969
SURESTE,TK003970
NORESTE,TK003971
NORESTE,TK003972
NOROESTE,TK003973
NORESTE,TK003974
NORESTE,TK003975
NOROESTE,TK003976
SURESTE,TK003977
NOROESTE,TK003978
NORESTE,TK003979
BAJIO,TK003980
NOROESTE,TK003981
SUR,TK003982
OCCIDENTE,TK003983
BAJIO,TK003984
METROPOLITANA SUR,TK003985
SURESTE,TK003986
SUR,TK003987
SUR,TK003988
SUR,TK003989
NOROESTE,TK003990
NORESTE,TK003991
NOROESTE,TK003992
SURESTE,TK003993
OCCIDENTE,TK003994
SUR,TK003995
BAJIO,TK003996
SUR,TK003997
NOROESTE,TK003998
BAJIO,TK003999
NOROESTE,TK004000
METROPOLITANA SUR,TK004001
NORESTE,TK004002
SUR,TK004003
OCCIDENTE,TK004004
NOROESTE,TK004005
OCCIDENTE,TK004006
OCCIDENTE,TK004007
METROPOLITANA SUR,TK004008
NOROESTE,TK004009
OCCIDENTE,TK004010
OCCIDENTE,TK004011
NORESTE,TK004012
NORESTE,TK004013
SURESTE,TK004014
NORESTE,TK004015
METROPOLITANA NORTE,TK004016
NOROESTE,TK004017
METROPOLITANA SUR,TK004018
NORESTE,TK004019
METROPOLITANA NORTE,TK004020
NOROESTE,TK004021
NORESTE,TK004022
OCCIDENTE,TK004023
NOROESTE,TK004024
OCCIDENTE,TK004025
METROPOLITANA NORTE,TK004026
BAJIO,TK004027
NORESTE,TK004028
SUR,TK004029
METROPOLITANA SUR,TK004030
NORESTE,TK004031
SUR,TK004032
NOROESTE,TK004033
NOROESTE,TK004034
NORESTE,TK004035
SUR,TK004036
NOROESTE,TK004037
NOROESTE,TK004038
NORESTE,TK004039
OCCIDENTE,TK004040
OCCIDENTE,TK004041
SUR,TK004042
NOROESTE,TK004043
OCCIDENTE,TK004044
OCCIDENTE,TK004045
OCCIDENTE,TK004046
SUR,TK004047
SUR,TK004048
NOROESTE,TK004049
SUR,TK004050
BAJIO,TK004051
NORESTE,TK004052
SUR,TK004053
OCCIDENTE,TK004054
OCCIDENTE,TK004055
OCCIDENTE,TK004056
OCCIDENTE,TK004057
SURESTE,TK004058
NOROESTE,TK004059
BAJIO,TK004060
OCCIDENTE,TK004061
OCCIDENTE,TK004062
NOROESTE,TK004063
OCCIDENTE,TK004064
OCCIDENTE,TK004065
OCCIDENTE,TK004066
OCCIDENTE,TK004067
OCCIDENTE,TK004068
NORESTE,TK004069
NOROESTE,TK004070
NOROESTE,TK004071
NOROESTE,TK004072
OCCIDENTE,TK004073
NOROESTE,TK004074
METROPOLITANA SUR,TK004075
BAJIO,TK004076
NORESTE,TK004077
NORESTE,TK004078
SUR,TK004079
METROPOLITANA SUR,TK004080
OCCIDENTE,TK004081
NOROESTE,TK004082
NOROESTE,TK004083
NOROESTE,TK004084
OCCIDENTE,TK004085
SURESTE,TK004086
SUR,TK004087
BAJIO,TK004088
METROPOLITANA SUR,TK004089
OCCIDENTE,TK004090
NORESTE,TK004091
NOROESTE,TK004092
BAJIO,TK004093
SUR,TK004094
METROPOLITANA NORTE,TK004095
NORESTE,TK004096
BAJIO,TK004097
BAJIO,TK004098
BAJIO,TK004099
BAJIO,TK004100
BAJIO,TK004101
NORESTE,TK004102
OCCIDENTE,TK004103
NOROESTE,TK004104
BAJIO,TK004105
METROPOLITANA SUR,TK004106
NORESTE,TK004107
METROPOLITANA SUR,TK004108
OCCIDENTE,TK004109
NOROESTE,TK004110
BAJIO,TK004111
METROPOLITANA NORTE,TK004112
SUR,TK004113
NOROESTE,TK004114
NORESTE,TK004115
SUR,TK004116
OCCIDENTE,TK004117
SUR,TK004118
SUR,TK004119
OCCIDENTE,TK004120
BAJIO,TK004121
BAJIO,TK004122
NOROESTE,TK004123
SURESTE,TK004124
NOROESTE,TK004125
METROPOLITANA NORTE,TK004126
NORESTE,TK004127
OCCIDENTE,TK004128
SUR,TK004129
SUR,TK004130
SUR,TK004131
NOROESTE,TK004132
BAJIO,TK004133
METROPOLITANA SUR,TK004134
NORESTE,TK004135
BAJIO,TK004136
SURESTE,TK004137
BAJIO,TK004138
NOROESTE,TK004139
NORESTE,TK004140
METROPOLITANA SUR,TK004141
SURESTE,TK004142
OCCIDENTE,TK004143
BAJIO,TK004144
NOROESTE,TK004145
SUR,TK004146
NORESTE,TK004147
BAJIO,TK004148
METROPOLITANA NORTE,TK004149
METROPOLITANA NORTE,TK004150
NOROESTE,TK004151
NOROESTE,TK004152
METROPOLITANA NORTE,TK004153
SURESTE,TK004154
OCCIDENTE,TK004155
BAJIO,TK004156
OCCIDENTE,TK004157
SURESTE,TK004158
SUR,TK004159
NOROESTE,TK004160
SURESTE,TK004161
SURESTE,TK004162
BAJIO,TK004163
NOROESTE,TK004164
NORESTE,TK004165
SURESTE,TK004166
SURESTE,TK004167
BAJIO,TK004168
METROPOLITANA SUR,TK004169
METROPOLITANA SUR,TK004170
SUR,TK004171
NOROESTE,TK004172
SUR,TK004173
OCCIDENTE,TK004174
NOROESTE,TK004175
OCCIDENTE,TK004176
NOROESTE,TK004177
METROPOLITANA NORTE,TK004178
BAJIO,TK004179
NOROESTE,TK004180
NOROESTE,TK004181
METROPOLITANA NORTE,TK004182
NOROESTE,TK004183
OCCIDENTE,TK004184
NORESTE,TK004185
BAJIO,TK004186
NOROESTE,TK004187
SUR,TK004188
NOROESTE,TK004189
SUR,TK004190
BAJIO,TK004191
NOROESTE,TK004192
BAJIO,TK004193
NOROESTE,TK004194
SURESTE,TK004195
OCCIDENTE,TK004196
NORESTE,TK004197
METROPOLITANA NORTE,TK004198
SUR,TK004199
SURESTE,TK004200
METROPOLITANA SUR,TK004201
METROPOLITANA NORTE,TK004202
METROPOLITANA SUR,TK004203
METROPOLITANA SUR,TK004204
METROPOLITANA NORTE,TK004205
BAJIO,TK004206
OCCIDENTE,TK004207
OCCIDENTE,TK004208
NOROESTE,TK004209
OCCIDENTE,TK004210
SUR,TK004211
METROPOLITANA SUR,TK004212
METROPOLITANA SUR,TK004213
OCCIDENTE,TK004214
NOROESTE,TK004215
SUR,TK004216
SUR,TK004217
METROPOLITANA SUR,TK004218
NORESTE,TK004219
NOROESTE,TK004220
METROPOLITANA NORTE,TK004221
SURESTE,TK004222
SUR,TK004223
SUR,TK004224
SUR,TK004225
OCCIDENTE,TK004226
NOROESTE,TK004227
OCCIDENTE,TK004228
NORESTE,TK004229
METROPOLITANA NORTE,TK004230
SUR,TK004231
SUR,TK004232
METROPOLITANA NORTE,TK004233
NORESTE,TK004234
METROPOLITANA NORTE,TK004235
NORESTE,TK004236
BAJIO,TK004237
NORESTE,TK004238
NOROESTE,TK004239
OCCIDENTE,TK004240
BAJIO,TK004241
SUR,TK004242
NOROESTE,TK004243
SUR,TK004244
NORESTE,TK004245
NORESTE,TK004246
NOROESTE,TK004247
SURESTE,TK004248
SUR,TK004249
NORESTE,TK004250
SURESTE,TK004251
NOROESTE,TK004252
NORESTE,TK004253
SUR,TK004254
NOROESTE,TK004255
METROPOLITANA NORTE,TK004256
METROPOLITANA SUR,TK004257
BAJIO,TK004258
SURESTE,TK004259
METROPOLITANA NORTE,TK004260
METROPOLITANA NORTE,TK004261
METROPOLITANA NORTE,TK004262
NOROESTE,TK004263
SUR,TK004264
METROPOLITANA SUR,TK004265
SUR,TK004266
SUR,TK004267
NOROESTE,TK004268
METROPOLITANA SUR,TK004269
NOROESTE,TK004270
METROPOLITANA SUR,TK004271
METROPOLITANA NORTE,TK004272
METROPOLITANA NORTE,TK004273
METROPOLITANA NORTE,TK004274
OCCIDENTE,TK004275
METROPOLITANA SUR,TK004276
METROPOLITANA NORTE,TK004277
METROPOLITANA SUR,TK004278
BAJIO,TK004279
BAJIO,TK004280
METROPOLITANA NORTE,TK004281
SURESTE,TK004282
METROPOLITANA SUR,TK004283
METROPOLITANA NORTE,TK004284
BAJIO,TK004285
NORESTE,TK004286
BAJIO,TK004287
SURESTE,TK004288
METROPOLITANA SUR,TK004289
SURESTE,TK004290
BAJIO,TK004291
NORESTE,TK004292
METROPOLITANA SUR,TK004293
SURESTE,TK004294
BAJIO,TK004295
METROPOLITANA SUR,TK004296
SURESTE,TK004297
SURESTE,TK004298
METROPOLITANA NORTE,TK004299
NORESTE,TK004300
METROPOLITANA SUR,TK004301
METROPOLITANA NORTE,TK004302
METROPOLITANA SUR,TK004303
BAJIO,TK004304
SUR,TK004305
METROPOLITANA SUR,TK004306
METROPOLITANA NORTE,TK004307
SURESTE,TK004308
METROPOLITANA NORTE,TK004309
METROPOLITANA NORTE,TK004310
METROPOLITANA SUR,TK004311
METROPOLITANA SUR,TK004312
METROPOLITANA SUR,TK004313
METROPOLITANA SUR,TK004314
METROPOLITANA SUR,TK004315
NOROESTE,TK004316
METROPOLITANA SUR,TK004317
OCCIDENTE,TK004318
METROPOLITANA SUR,TK004319
NORESTE,TK004320
METROPOLITANA SUR,TK004321
BAJIO,TK004322
METROPOLITANA NORTE,TK004323
BAJIO,TK004324
BAJIO,TK004325
METROPOLITANA NORTE,TK004326
BAJIO,TK004327
BAJIO,TK004328
NOROESTE,TK004329
NORESTE,TK004330
BAJIO,TK004331
SUR,TK004332
NOROESTE,TK004333
BAJIO,TK004334
BAJIO,TK004335
SUR,TK004336
SUR,TK004337
